,product name,image url 1,image url 2,price,category
285,IR19103,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/i/r/ir19103_mustard_1_.jpg,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/i/r/ir19103_mustard_2_.jpg,"PKR2,400",Front & Back Lawn Print Embroidered 2.5mSleeve Lawn Printed 1.0mPrinted Shalwar 2.5m
286,IR19101,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/i/r/ir19101_purple_1_.jpg,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/i/r/ir19101_purple_2_.jpg,"PKR2,400",Front & Back Lawn Printed 2.5mSleeve Lawn Printed 1.0mShalwar 2.5mEmbroidered Patti
287,Embroidered Satin Kurta,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/c/t/ctdspe19102_red__2_.jpg,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/c/t/ctdspe19102_red__1_.jpg,"PKR4,000",Embellished Satin kurta.The model is wearing size 8.Model Height: 168cm / 5 feet 6 inches.
288,NR19106,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/n/r/nr19106_yellow_1__1.jpg,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/n/r/nr19106_yellow_2__1.jpg,"PKR2,600",Front Lawn Print Embroidered 1.25mBack & Sleeve Lawn Printed 2.0mEmbroidered Shalwar 2.5m 
289,NR19105,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/n/r/nr19105_black_1__1.jpg,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/n/r/nr19105_black_2__1.jpg,"PKR2,600",Front & Back Lawn Print 2.5mSleeve Lawn Print Embroidered 1.0mEmbroidered Shalwar 2.5m 
290,NR19104,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/n/r/nr19104_grey_1__1.jpg,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/n/r/nr19104_grey_2__1.jpg,"PKR2,600",Front & Back Lawn Print Embroidered 2.5mSleeve Lawn Printed 1.0mEmbroidered Shalwar 2.5m
291,NR19104,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/n/r/nr19104_blue_1__1.jpg,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/n/r/nr19104_blue_2__1.jpg,"PKR2,600",Front & Back Lawn Print Embroidered 2.5mSleeve Lawn Printed 1.0mEmbroidered Shalwar 2.5m
292,NR19102,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/n/r/nr19102_purple_1__1.jpg,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/n/r/nr19102_purple_2__1.jpg,"PKR2,600",Front Lawn Printed 1.25mBack & Sleeve Lawn Printed 2.0mEmbroidered Shalwar 2.5mEmbroidered Kora Patti
293,NR19102,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/n/r/nr19102_black_1__1.jpg,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/n/r/nr19102_black_2__1.jpg,"PKR2,600",Front Lawn Printed 1.25mBack & Sleeve Lawn Printed 2.0mEmbroidered Shalwar 2.5mEmbroidered Kora Patti
294,JI19108,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/j/i/ji19108_green_1_.jpg,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/j/i/ji19108_green_2_.jpg,"PKR3,500",Embroidered Jacquard Shirt 3.0mShalwar 2.5m
295,JI19106,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/j/i/ji19106_orange_1_.jpg,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/j/i/ji19106_orange_2_.jpg,"PKR3,500",Embroidered Jacquard Shirt 3.0mShalwar 2.5m
296,JI19103,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/j/i/ji19103_beige_1_.jpg,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/j/i/ji19103_beige_2_.jpg,"PKR3,500",Embroidered Jacquard Shirt 3.0mShalwar 2.5m
297,JI19101,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/j/i/ji19101_pink_1__1.jpg,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/j/i/ji19101_pink_2__1.jpg,"PKR3,500",Embroidered Jacquard Shirt 3.0mShalwar 2.5m
298,LF19109,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/l/f/lf19109_blue_1__1_1.jpg,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/l/f/lf19109_blue_2__1_1.jpg,"PKR1,800",Front Lawn Printed 1.25mBack Lawn Printed 1.25mSleeve Lawn Printed 0.5mLawn Printed Dupatta 2.5m
299,JR19124,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/j/r/jr19124_off-white_1_.jpg,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/j/r/jr19124_off-white_2_.jpg,"PKR1,800",Printed Lawn Shirt 3.0mShalwar 2.5m
300,JR19124,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/j/r/jr19124_blue_1_.jpg,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/j/r/jr19124_blue_2_.jpg,"PKR1,800",Printed Lawn Shirt 3.0mShalwar 2.5m
301,JR19122,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/j/r/jr19122_peach_1_.jpg,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/j/r/jr19122_peach_2_.jpg,"PKR1,800",Printed Lawn Shirt 3.0mShalwar 2.5m
302,JR19122,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/j/r/jr19122_blue_1_.jpg,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/j/r/jr19122_blue_2_.jpg,"PKR1,800",Printed Lawn Shirt 3.0mShalwar 2.5m
303,JR19121,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/j/r/jr19121_green_1_.jpg,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/j/r/jr19121_green_2_.jpg,"PKR1,800",Printed Lawn Shirt 3.0mShalwar 2.5m
304,JR19106,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/j/r/jr19106_black_1_.jpg,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/j/r/jr19106_black_2_.jpg,"PKR1,800",Printed Lawn Shirt 3.0mShalwar 2.5m
305,IR19113,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/i/r/ir19113_blue_1__1.jpg,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/i/r/ir19113_blue_2__1.jpg,"PKR2,400",Front & Sleeve Lawn Printed 2.0mBack Lawn Printed 1.25mShalwar 2.5mEmbroidered Patti
306,IR19112,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/i/r/ir19112_white_1__1.jpg,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/i/r/ir19112_white_2__1.jpg,"PKR2,400",Front & Back Lawn Print Embroidered 2.5mSleeve Lawn Printed 0.75mShalwar 2.5mEmbroidered Patti
307,IR19111,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/i/r/ir19111_peach_1__1.jpg,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/i/r/ir19111_peach_2__1.jpg,"PKR2,400",Front Lawn Printed 1.25mBack & Sleeve Lawn Printed 2.0mShalwar 2.5mEmbroidered Patti
308,IR19110,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/i/r/ir19110_pink_1_.jpg,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/i/r/ir19110_pink_2_.jpg,"PKR2,400",Front & Back Lawn Print Embroidered 2.5mSleeve Lawn Printed 0.75mShalwar 2.5mEmbroidered Patti
309,IR19110,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/i/r/ir19110_grey_1__1.jpg,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/i/r/ir19110_grey_2__1.jpg,"PKR2,400",Front & Back Lawn Print Embroidered 2.5mSleeve Lawn Printed 0.75mShalwar 2.5mEmbroidered Patti
310,IR19108,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/i/r/ir19108_white_1__1.jpg,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/i/r/ir19108_white_2__1.jpg,"PKR2,400",Front Lawn Printed 1.25mBack & Sleeve Lawn Printed 2.0mShalwar 2.5mEmbroidered Patti
311,IR19108,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/i/r/ir19108_green_1__1.jpg,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/i/r/ir19108_green_2__1.jpg,"PKR2,400",Front Lawn Printed 1.25mBack & Sleeve Lawn Printed 2.0mShalwar 2.5mEmbroidered Patti
312,IR19107,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/i/r/ir19107_black_1_.jpg,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/i/r/ir19107_black_2_.jpg,"PKR2,400",Front & Sleeve Lawn Printed 2.0mBack Lawn Printed 1.25mShalwar 2.5mEmbroidered Gala & Patti
313,IR19107,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/i/r/ir19107_beige_1_.jpg,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/i/r/ir19107_beige_2_.jpg,"PKR2,400",Front & Sleeve Lawn Printed 2.0mBack Lawn Printed 1.25mShalwar 2.5mEmbroidered Gala & Patti
314,AF19110,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/a/f/af19110_rust_1_.jpg,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/a/f/af19110_rust_2_.jpg,"PKR2,500",Front Lawn Printed 1.25mBack Lawn Printed 1.25mSleeve Lawn Printed 0.5mLawn Printed Dupatta 2.5mShalwar 2.5m
315,AF19105,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/a/f/af19105_orange_1_.jpg,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/a/f/af19105_orange_2_.jpg,"PKR2,500",Front Lawn Printed 1.25mBack Lawn Printed 1.25mSleeve Lawn Printed 0.5mLawn Printed Dupatta 2.5mShalwar 2.5m
316,AF19104,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/a/f/af19104_blue_1_.jpg,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/a/f/af19104_blue_2_.jpg,"PKR2,500",Front Lawn Printed 1.25mBack Lawn Printed 1.25mSleeve Lawn Printed 0.5mLawn Printed Dupatta 2.5mShalwar 2.5m
317,AF19103,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/a/f/af19103_beige_1_.jpg,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/a/f/af19103_beige_2_.jpg,"PKR2,500",Front Lawn Printed 1.25mBack Lawn Printed 1.25mSleeve Lawn Printed 0.5mLawn Printed Dupatta 2.5mShalwar 2.5m
318,Embroidered A-Line Kurta,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/c/t/ctpe19110_yellow__2_.jpg,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/c/t/ctpe19110_yellow__1_.jpg,"PKR3,000",Embroidered A-line kurta with side pockets.The model is wearing size 8.Model Height: 167cm / 5 feet 5 inches.
319,Embroidered Kurta,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/c/t/ctpe19110_orange__1_.jpg,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/c/t/ctpe19110_orange__2_.jpg,"PKR3,000",Embroidered Kurta
320,Embroidered Kurta,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/c/t/ctpe19109_beige__2_.jpg,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/c/t/ctpe19109_beige__1_.jpg,"PKR3,000",Embroidered kurta with button detailing on the slevees.The model is wearing size 8.Model Height: 167cm / 5 feet 5 inches.
321,Block Printed Angarkha,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/c/t/ctp19105_green__1_.jpg,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/c/t/ctp19105_green__3_.jpg,"PKR3,000",Block printed angarkha with tassel string on the side.The model is wearing size 8.Model Height: 168cm / 5 feet 6 inches.
322,Block Printed Panel Kurta,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/c/t/ctp19104_pink_1_.jpg,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/c/t/ctp19104_pink_8_.jpg,"PKR3,000",Block printed panel kurta with button detailing on the neckline.The model is wearing size 8.Model Height: 167cm / 5 feet 5 inches.
323,Block Printed Kurta,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/c/t/ctp19103_purple_1_2_.jpg,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/c/t/ctp19103_purple_1_1_.jpg,"PKR3,000",Block printed kurta with button detailing on the neckline.The model is wearing size 8.Model Height: 168cm / 5 feet 6 inches.
324,Printed Kurta,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/c/t/ctp19102_green__2_.jpg,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/c/t/ctp19102_green__1_.jpg,"PKR3,000",Printed Kurta
325,Asymmetrical Kurta,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/c/t/ctdp19112_yellow__2_.jpg,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/c/t/ctdp19112_yellow__1_.jpg,"PKR2,300",Printed asymmectrical kurta.The model is wearing size 8.Model Height: 168cm / 5 feet 6 inches.
326,Printed Front-Open Kurta,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/c/t/ctdp19110_green__2_.jpg,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/c/t/ctdp19110_green__1_.jpg,"PKR2,300",Printed front open kurta.The model is wearing size 8.Model Height: 168cm / 5 feet 6 inches.
327,Printed Kurta,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/c/t/ctdp19110_orange__1_.jpg,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/c/t/ctdp19110_orange__3_.jpg,"PKR2,300",Printed Kurta
328,Straight Jacquard Pants,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/w/b/wbjp18408_offwhite_1_.jpg,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/w/b/wbjp18408_offwhite_2_.jpg,"PKR1,500",Straight Jacquard Pants
329,High-Low Flare Kurta,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/c/t/cte19119_green__1_.jpg,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/c/t/cte19119_green__7_.jpg,"PKR3,400",High-low flare kurta.The model is wearing size 8.Model Height: 168cm / 5 feet 6 inches.
330,Straight Embroidered Kurta,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/c/t/cte19117_pink__1_.jpg,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/c/t/cte19117_pink__6_.jpg,"PKR3,400",Straight embroidered kurta.The model is wearing size 8.Model Height: 168cm / 5 feet 6 inches.
331,Button-Down Checkered Kurta,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/c/t/cte19116_yellow__1_.jpg,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/c/t/cte19116_yellow__3_.jpg,"PKR3,400",Button-down checkered kurta.The model is wearing size 8.Model Height: 168cm / 5 feet 6 inches.
332,Embellished Satin Kurta with Dupatta,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/k/d/kdpe19102_musturd_1_.jpg,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/k/d/kdpe19102_musturd_2_.jpg,"PKR5,500",Embellished satin kurta with dupatta.The model is wearing size 8.Model Height: 168cm / 5 feet 5 inches.
333,Long Printed Kurta,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/e/t/etp19131_maroon__1_.jpg,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/e/t/etp19131_maroon__2_.jpg,"PKR2,300",Long printed kurta with button detailing on the neckline.The model is wearing size 8.Model Height: 168cm / 5 feet 6 inches.
334,Embellished Satin Jacket,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/c/t/ctdspe19105_green__1_.jpg,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/c/t/ctdspe19105_green__2_.jpg,"PKR4,000",Embellished Satin Jacket.The model is wearing size 8.Model Height: 168cm / 5 feet 6 inches.
335,High-Low Kurta,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/c/d/cdspe19104_blue__2_.jpg,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/c/d/cdspe19104_blue__1_.jpg,"PKR4,000",Printed satin high-low kurta with zip closure on the neckline.The model is wearing size 8.Model Height: 168cm / 5 feet 6 inches.
336,Embroidered Satin Kurta,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/c/t/ctdspe19103_red__2_.jpg,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/c/t/ctdspe19103_red__1_.jpg,"PKR4,000",Embellished Satin kurta.The model is wearing size 8.Model Height: 168cm / 5 feet 6 inches.
337,Embroidered Satin Kurta,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/c/t/ctdspe19103a_black_2_.jpg,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/c/t/ctdspe19103a_black_1_.jpg,"PKR4,000",Embellished Satin kurta.The model is wearing size 8.Model Height: 168cm / 5 feet 6 inches.
338,Embellished Satin Kurta,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/c/t/ctdspe19101_yellow__1_.jpg,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/c/t/ctdspe19101_yellow__2_.jpg,"PKR4,000",Embellished Satin kurta.The model is wearing size 8.Model Height: 168cm / 5 feet 6 inches.
339,Collar Neck Kurta,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/w/t/wtp19e14a_pink_2_.jpg,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/w/t/wtp19e14a_pink_1_.jpg,"PKR2,300",Printed long kurta with button detailing on the neckline.The model is wearing size 8.Model Height: 168cm / 5 feet 6 inches.
340,Collar Neck Kurta,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/w/t/wtp19e14_green__2_.jpg,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/w/t/wtp19e14_green__1_.jpg,"PKR2,300",Printed long kurta with button detailing on the neckline.The model is wearing size 8.Model Height: 168cm / 5 feet 6 inches.
341,Embroidered Overlap Kurta,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/w/t/wtp19e13b_off-white_2_.jpg,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/w/t/wtp19e13b_off-white_1_.jpg,"PKR2,300",Embroidered overlap kurta.The model is wearing size 8.Model Height: 168cm / 5 feet 6 inches.
342,Embroidered Satin Kurta,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/c/t/ctdspe19103a_black_2_.jpg,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/c/t/ctdspe19103a_black_1_.jpg,"PKR4,000",Embellished Satin kurta.The model is wearing size 8.Model Height: 168cm / 5 feet 6 inches.
343,Embellished Satin Kurta,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/c/t/ctdspe19101_yellow__1_.jpg,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/c/t/ctdspe19101_yellow__2_.jpg,"PKR4,000",Embellished Satin kurta.The model is wearing size 8.Model Height: 168cm / 5 feet 6 inches.
344,Collar Neck Kurta,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/w/t/wtp19e14a_pink_2_.jpg,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/w/t/wtp19e14a_pink_1_.jpg,"PKR2,300",Printed long kurta with button detailing on the neckline.The model is wearing size 8.Model Height: 168cm / 5 feet 6 inches.
345,Collar Neck Kurta,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/w/t/wtp19e14_green__2_.jpg,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/w/t/wtp19e14_green__1_.jpg,"PKR2,300",Printed long kurta with button detailing on the neckline.The model is wearing size 8.Model Height: 168cm / 5 feet 6 inches.
346,Embroidered Overlap Kurta,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/w/t/wtp19e13b_off-white_2_.jpg,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/w/t/wtp19e13b_off-white_1_.jpg,"PKR2,300",Embroidered overlap kurta.The model is wearing size 8.Model Height: 168cm / 5 feet 6 inches.
347,Embroidered Overlap Kurta,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/w/t/wtp19e13__beige_5.jpg,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/w/t/wtp19e13__beige_1.jpg,"PKR2,300",Embroidered overlap kurta.The model is wearing size 8.Model Height: 168cm / 5 feet 6 inches.
348,Printed Kurta,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/w/t/wtp19e12_blue_2_.jpg,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/w/t/wtp19e12_blue_1_.jpg,"PKR2,300",Printed kurta with side pockets.The model is wearing size 8.Model Height: 168cm / 5 feet 6 inches.
349,Printed Kurta,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/w/t/wtp19e12a_beige_1_.jpg,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/w/t/wtp19e12a_beige_3_.jpg,"PKR2,300",Printed kurta with side pockets.The model is wearing size 8.Model Height: 168cm / 5 feet 6 inches.
350,Printed Satin Kurta with Dupatta,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/k/d/kdpe19103a_green_1_28012019.jpg,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/k/d/kdpe19103a_green_3_28012019.jpg,"PKR5,500",Printed satin kurta with button detailing on the neckline paired with dupatta.The model is wearing size 8.Model Height: 168cm / 5 feet 5 inches.
351,Embellished Satin Kurta with Dupatta,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/k/d/kdpe19102a_yellow_3_.jpg,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/k/d/kdpe19102a_yellow_1_.jpg,"PKR5,500",Embellished satin kurta with dupatta.The model is wearing size 8.Model Height: 168cm / 5 feet 5 inches.
352,Printed Satin Kurta with Dupatta,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/k/d/kdpe19101b_green_2_.jpg,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/k/d/kdpe19101b_green_1_.jpg,"PKR5,500",Printed satin kurta with button detailing on the neckline paired with dupatta.The model is wearing size 8.Model Height: 168cm / 5 feet 6 inches.
353,Printed Kurta with Dupatta,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/k/d/kdp19104_purple__1__1.jpg,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/k/d/kdp19104_purple__4__1.jpg,"PKR3,400",Printed dupatta with button detailing on the neckline paired with dupatta.The model is wearing size 8.Model Height: 168cm / 5 feet 6 inches.
354,Printed Kurta with Dupatta,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/k/d/kdp19103_pink__1_.jpg,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/k/d/kdp19103_pink__6_.jpg,"PKR3,400",Printed kurta with tassel detailing on the neckline paired with dupatta.The model is wearing size 8.Model Height: 168cm / 5 feet 6 inches.
355,Printed Kurta with Dupatta,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/k/d/kdp19103_green__1_.jpg,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/k/d/kdp19103_green__5_.jpg,"PKR3,400",Printed kurta with tassel detailing on the neckline paired with dupatta.The model is wearing size 8.Model Height: 168cm / 5 feet 6 inches.
356,Embroidered Kurta,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/e/t/etpe19137_beige_4_.jpg,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/e/t/etpe19137_beige_6_.jpg,"PKR3,300",Embroidered kurta with button detailing on the neckline.The model is wearing size 8.Model Height: 168cm / 5 feet 6 inches.
357,Embroidered Overlap Kurta,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/e/t/etpe19136_green__2_.jpg,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/e/t/etpe19136_green__1_.jpg,"PKR3,300",Embroidered Overlap Kurta.The model is wearing size 8.Model Height: 168cm / 5 feet 6 inches.
358,Embroidered Overlap Kurta,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/e/t/etpe19316_blue__2_.jpg,https://www.khaadi.com/media/catalog/product/cache/8311afee373c39545ab7d755459cdad7/e/t/etpe19316_blue__1_.jpg,"PKR3,300",Embroidered Overlap Kurta.The model is wearing size 8.Model Height: 168cm / 5 feet 6 inches.
