,product name,image url,product category,price
120,Oatmeal Basic Henley T-Shirt HS-HEN-SIG-D02-02,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/h/s/hs-hen-sig-d02-02_3__1.jpg,M-AP-19-187814 -P,PKR 717
121,Black Basic Henley T-Shirt HS-HEN-SIG-D02-01,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/h/s/hs-hen-sig-d02-01_4_.jpg,M-AP-19-187810 -P,PKR 717
122,Green Jeans NDJ42_1812,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/n/d/ndj42_1812_2_.jpg,M-AP-19-189089 -P,"PKR 1,248"
123,Grey Denim Jeans JSFB-101_1812,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/j/s/jsfb-101_1812_1_.jpg,M-AP-19-188345 -P,"PKR 1,248"
124,Sky Plain Kurta KS-678,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/k/s/ks-678_3_.jpg,M-AP-19-188085 -P,"PKR 1,498"
125,Navy Henley T-Shirt HS-HEN-SIG-D03-02,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/h/s/hs-hen-sig-d03-02_3_.jpg,M-AP-19-187822 -P,PKR 717
126,Navy Henley T-Shirt HS-HEN-SIG-D03-01,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/h/s/hs-hen-sig-d03-01_3_.jpg,M-AP-19-187818 -P,PKR 717
127,Blue Urban Polo FS-SJP-URB-D05,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/f/s/fs-sjp-urb-d05_3_.jpg,M-AP-19-176973 -P,"PKR 1,077"
128,Navy Urban Polo PKP-URB-D27,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/p/k/pkp-urb-d27_3_.jpg,M-AP-19-176957 -P,PKR 897
129,Navy Urban Polo PKP-URB-D26,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/p/k/pkp-urb-d26_4_.jpg,M-AP-19-176953 -P,PKR 897
130,Itln Blue Urban Graphic T-Shirt FS-JGP-URB-D08,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/f/s/fs-jgp-urb-d08_2_.jpg,M-AP-19-176905 -P,PKR 897
131,White & Red Yarn Dyed Polo FS-SJP-YD-D06,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/f/s/fs-sjp-yd-d06_3_.jpg,M-AP-19-176828 -P,"PKR 1,197"
132,Black & White Yarn Dyed Polo FS-SJP-YD-D05,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/f/s/fs-sjp-yd-d05_2_.jpg,M-AP-19-176824 -P,"PKR 1,197"
133,Green Urban Graphic T-Shirt JGP-URB-D121,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/j/g/jgp-urb-d121_4_.jpg,M-AP-19-176816 -P,PKR 717
134,Red Urban Graphic T-Shirt JGP-URB-D118,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/j/g/jgp-urb-d118_2__1.jpg,M-AP-19-176804 -P,PKR 717
135,Pink Brown Casual Shirt CM-YD-2668,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-yd-2668_3_.jpg,M-AP-19-191675 -P,"PKR 1,797"
136,Multi Casual Shirt CM-YD-2667,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-yd-2667_3__1.jpg,M-AP-19-191671 -P,"PKR 1,797"
137,Black Urban Graphic T-Shirt JGP-URB-D168,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/j/g/jgp-urb-d168_2__1.jpg,M-AP-19-189581 -P,PKR 597
138,White Urban Graphic T-Shirt JGP-URB-D122,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/j/g/jgp-urb-d122_2_.jpg,M-AP-19-176941 -P,PKR 657
139,White Urban Graphic T-Shirt FS-JGP-URB-D10,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/f/s/fs-jgp-urb-d10_2_.jpg,M-AP-19-176913 -P,PKR 897
140,Silver Grey Urban Graphic T-Shirt FS-JGP-URB-D09,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/f/s/fs-jgp-urb-d09_1_.jpg,M-AP-19-176909 -P,PKR 897
141,Ash Grey Urban Graphic T-Shirt FS-JGP-URB-D06,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/f/s/fs-jgp-urb-d06_2_.jpg,M-AP-19-176897 -P,PKR 897
142,Mustard Urban Graphic T-Shirt FS-JGP-URB-D04,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/f/s/fs-jgp-urb-d04_4_.jpg,M-AP-19-176893 -P,PKR 897
143,Mustard Yarn Dyed Polo FS-SJP-YD-D07,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/f/s/fs-sjp-yd-d07_1_.jpg,M-AP-19-176832 -P,"PKR 1,197"
144,Navy Red Yarn Dyed Polo FS-SJP-YD-D04,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/f/s/fs-sjp-yd-d04_2_.jpg,M-AP-19-176820 -P,"PKR 1,197"
145,Blue Urban Graphic T-Shirt JGP-URB-D119,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/j/g/jgp-urb-d119_2_.jpg,M-AP-19-176808 -P,PKR 717
146,Green Signature Polo PKP-SB-41,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/p/k/pkp-sb-41_3_.jpg,M-AP-19-174750 -P,PKR 837
147,Ash Grey Signature Polo PKP-SB-39,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/p/k/pkp-sb-39_2__1.jpg,M-AP-19-174740 -P,PKR 837
148,White Blue Urban Graphic T-Shirt JGP-URB-D110,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/j/g/jgp-urb-d110_1_.jpg,M-AP-19-174728 -P,PKR 717
149,IMC-BELT-04-01 Casual Belt,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/i/m/imc-belt-04-01.jpg,M-AP-18-BLT-19-171831 -P,"PKR 1,248"
150,IMC-BELT-03-01 Casual Belt,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/i/m/imc-belt-03-01_1.jpg,M-AP-18-BLT-19-171827 -P,"PKR 1,248"
151,IMC-BELT-02-01 Casual Belt,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/i/m/imc-belt-02-01.jpg,M-AP-18-BLT-19-171823 -P,"PKR 1,098"
152,IMC-BELT-01-01 Casual Belt,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/i/m/imc-belt-01-01_3_.jpg,M-AP-18-BLT-19-171819 -P,"PKR 1,098"
153,IMF-BELT-06-01 Formal Belt,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/i/m/imf-belt-06-01.jpg,M-AP-18-BLT-19-171815 -P,"PKR 1,098"
154,IMF-BELT-05-01 Formal Belt,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/i/m/imf-belt-05-01.jpg,M-AP-18-BLT-19-171811 -P,"PKR 1,098"
155,IMF-BELT-03-01 Formal Belt,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/i/m/imf-belt-03-01_4_.jpg,M-AP-18-BLT-19-171803 -P,"PKR 1,248"
156,IMF-BELT-02-01 Formal Belt,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/i/m/imf-belt-02-01.jpg,M-AP-18-BLT-19-171799 -P,"PKR 1,248"
157,IMF-BELT-01-02 Formal Belt,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/i/m/imf-belt-01-02.jpg,M-AP-18-BLT-19-171795 -P,"PKR 1,248"
158,IMF-BELT-01-01 Formal Belt,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/i/m/imf-belt-01-01.jpg,M-AP-18-BLT-19-171791 -P,"PKR 1,248"
159,Tea Pink Plain Kurta KS-691,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/k/s/ks-691_3_.jpg,M-AP-19-190393 -P,"PKR 1,498"
160,Multi Checked Casual Shirt CM-YD-2641 CS,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-yd-2641_cs_3_.jpg,M-AP-19-190348 -P,"PKR 1,497"
161,Multi Checked Casual Shirt CM-YD-2640 CS,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-yd-2640_cs_4_.jpg,M-AP-19-190343 -P,"PKR 1,497"
162,Multi Checked Casual Shirt CM-YD-2634 CS,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-yd-2634_cs_1_.jpg,M-AP-19-190313 -P,"PKR 1,497"
163,Dark Brown Checked Casual Shirt CM-YD-2631 CS,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-yd-2631_cs_1_.jpg,M-AP-19-190298 -P,"PKR 1,497"
164,Blue Plain Kurta KS-681,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/k/s/ks-681_2_.jpg,M-AP-19-186269 -P,"PKR 1,498"
165,Mustard Urban Graphic T-Shirt JGP-URB-D114,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/j/g/jgp-urb-d114_3_.jpg,M-AP-19-176933 -P,PKR 597
166,Ash Formal Shirt CM-PD-407,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-pd-407_3_.jpg,M-AP-19-190755 -P,"PKR 1,497"
167,Pink Formal Shirt CM-PD-406,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-pd-406_4_.jpg,M-AP-19-190747 -P,"PKR 1,497"
168,Lilac Formal Shirt CM-PD-405,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-pd-405_1_.jpg,M-AP-19-190739 -P,"PKR 1,497"
169,Light Azure Formal Shirt CM-PD-404,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-pd-404_4_.jpg,M-AP-19-190731 -P,"PKR 1,497"
170,Dark Azure Formal Shirt CM-PD-403,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-pd-403_4_.jpg,M-AP-19-190723 -P,"PKR 1,497"
171,Khaki Formal Shirt CM-PD-401,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-pd-401_4_.jpg,M-AP-19-190707 -P,"PKR 1,497"
172,White Formal Shirt CM-YD-2330,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-yd-2330_4_.jpg,M-AP-19-187348 -P,"PKR 1,977"
173,White Formal Shirt CM-YD-2328,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-yd-2328_4_.jpg,M-AP-19-187334 -P,"PKR 1,977"
174,White Formal Shirt CM-YD-2326,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-yd-2326_1_.jpg,M-AP-19-187320 -P,"PKR 1,977"
175,Navy Mauve Checked Formal Shirt CM-YD-2350,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-yd-2350_1_.jpg,M-AP-19-180694 -P,"PKR 1,617"
176,Multi Checked Casual Shirt CM-YD-2642 CS,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-yd-2642_cs_3_.jpg,M-AP-19-190353 -P,"PKR 1,497"
177,Grey & Brown Checked Casual Shirt CM-YD-2639 CS,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-yd-2639_cs_3_.jpg,M-AP-19-190338 -P,"PKR 1,497"
178,Multi Checked Casual Shirt CM-YD-2633 CS,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-yd-2633_cs_1_.jpg,M-AP-19-190308 -P,"PKR 1,497"
179,Sky Blue Casual Shirt CM-YD-2630 CS,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-yd-2630_cs_3_.jpg,M-AP-19-190293 -P,"PKR 1,497"
180,Sky Blue Casual Shirt CM-YD-2629 CS,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-yd-2629_cs_7_.jpg,M-AP-19-190288 -P,"PKR 1,497"
181,Multi Casual Shirt CM-YD-2533 CS,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-yd-2533_cs_3_.jpg,M-AP-19-187634 -P,"PKR 1,497"
182,Multi Casual Shirt CM-YD-2531 CS,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-yd-2531_cs_3_.jpg,M-AP-19-187624 -P,"PKR 1,497"
183,Multi Casual Shirt CM-YD-2528 CS,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-yd-2528_cs_3_.jpg,M-AP-19-187609 -P,"PKR 1,497"
184,Multi Casual Shirt CM-YD-2525 CS,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-yd-2525_cs_3_.jpg,M-AP-19-187594 -P,"PKR 1,497"
185,Multi Casual Shirt CM-YD-2524 CS,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-yd-2524_cs_3_.jpg,M-AP-19-187589 -P,"PKR 1,497"
186,Multi Casual Shirt CM-YD-2523 CS,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-yd-2523_cs_3_.jpg,M-AP-19-187584 -P,"PKR 1,497"
187,Multi Casual Shirt CM-YD-2522 CS,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-yd-2522_cs_3_.jpg,M-AP-19-187579 -P,"PKR 1,497"
188,Multi Casual Shirt CM-YD-2518 CS,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-yd-2518_cs_4_.jpg,M-AP-19-187559 -P,"PKR 1,497"
189,Green & Navy Checked Casual Shirt CM-YD-2512  CS,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-yd-2512_cs_3_.jpg,M-AP-19-185245 -P,"PKR 1,497"
190,Grey & White Checked Casual Shirt CM-YD-2511  CS,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-yd-2511_cs_3_.jpg,M-AP-19-185239 -P,"PKR 1,497"
191,Red & Navy Checked Casual Shirt CM-YD-2510  CS,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-yd-2510_cs_3_.jpg,M-AP-19-185233 -P,"PKR 1,497"
192,Pink Checked Casual Shirt CM-YD-2500  CS,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-yd-2500_cs_3_.jpg,M-AP-19-184379 -P,"PKR 1,497"
193,Navy Striped Casual Shirt CM-YD-2490  CS,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-yd-2490_cs_3_.jpg,M-AP-19-184328 -P,"PKR 1,497"
194,Sky Casual Shirt CM-YD-2487  CS,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-yd-2487_cs_3_.jpg,M-AP-19-184313 -P,"PKR 1,497"
195,Blue & Pink Striped Casual Shirt CM-YD-2479  CS,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-yd-2479_cs_3_.jpg,M-AP-19-184272 -P,"PKR 1,497"
196,Multi Checked Casual Shirt CM-YD-2478  CS,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-yd-2478_cs_5_.jpg,M-AP-19-184267 -P,"PKR 1,497"
197,Brown & Black Checked Casual Shirt CM-YD-2477  CS,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-yd-2477_cs_3_.jpg,M-AP-19-184262 -P,"PKR 1,497"
198,Multi Casual Shirt CM-YD-2455  CS,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-yd-2455_cs_3_.jpg,M-AP-19-178390 -P,"PKR 1,617"
199,Sharp Blue Formal Shirt CM-PD-402,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-pd-402_4_.jpg,M-AP-19-190715 -P,"PKR 1,497"
200,Black Formal Shirt CM-PD-399,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-pd-399_4_.jpg,M-AP-19-190691 -P,"PKR 1,497"
201,Denim Printed Formal Shirt CM-YD-2383,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-yd-2383_4_.jpg,M-AP-19-188639 -P,"PKR 1,977"
202,Denim Printed Formal Shirt CM-YD-2381,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-yd-2381_2_.jpg,M-AP-19-188623 -P,"PKR 1,977"
203,Denim Printed Formal Shirt CM-YD-2380,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-yd-2380_8_.jpg,M-AP-19-188615 -P,"PKR 1,977"
204,Denim Printed Formal Shirt CM-YD-2379,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-yd-2379_4_.jpg,M-AP-19-188607 -P,"PKR 1,977"
205,Light Blue Formal Shirt CM-YD-2377,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-yd-2377_4_.jpg,M-AP-19-188591 -P,"PKR 1,977"
206,Navy Formal Shirt CM-YD-2376,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-yd-2376_4_.jpg,M-AP-19-188583 -P,"PKR 1,977"
207,White & Blue Formal Shirt CM-YD-2375,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-yd-2375_4_.jpg,M-AP-19-187427 -P,"PKR 1,977"
208,Grey & Navy Formal Shirt CM-YD-2368,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-yd-2368_4_.jpg,M-AP-19-187371 -P,"PKR 1,977"
209,Navy & Orange Formal Shirt CM-YD-2367,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-yd-2367_4__1.jpg,M-AP-19-187363 -P,"PKR 1,977"
210,Black Formal Shirt CM-YD-2332,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-yd-2332_4__1.jpg,M-AP-19-185561 -P,"PKR 1,977"
211,Black & White Checked Formal Shirt CM-YD-2331,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-yd-2331_4__1.jpg,M-AP-19-185554 -P,"PKR 1,977"
212,Olive Shalwar Kameez SKS-121,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/s/k/sks-121_1_.jpg,M-AP-19-189950 -P,"PKR 2,622"
213,Tea Pink Shalwar Kameez SKS-119,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/s/k/sks-119_1_.jpg,M-AP-19-189940 -P,"PKR 2,622"
214,Off White Shalwar Kameez SKS-117,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/s/k/sks-117_1_.jpg,M-AP-19-189930 -P,"PKR 2,622"
215,Multi Casual Shirt CM-YD-2532 CS,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-yd-2532_cs_3_.jpg,M-AP-19-187629 -P,"PKR 1,497"
216,Multi Casual Shirt CM-YD-2520 CS,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-yd-2520_cs_3_.jpg,M-AP-19-187569 -P,"PKR 1,497"
217,Multi Casual Shirt CM-YD-2519 CS,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-yd-2519_cs_3_.jpg,M-AP-19-187564 -P,"PKR 1,497"
218,Navy & White Formal Shirt CM-YD-2369,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-yd-2369_4_.jpg,M-AP-19-187379 -P,"PKR 1,977"
219,White & Navy Formal Shirt CM-YD-2366,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-yd-2366_4_.jpg,M-AP-19-187355 -P,"PKR 1,977"
220,Ash Grey Shalwar Kameez SKP-675,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/s/k/skp-675_3_.jpg,M-AP-19-187315 -P,"PKR 2,247"
221,Off White Shalwar Kameez SKP-674,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/s/k/skp-674_3_.jpg,M-AP-19-187310 -P,"PKR 2,247"
222,Black & White Striped Formal Shirt CM-YD-2335,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-yd-2335_4_.jpg,M-AP-19-185575 -P,"PKR 1,977"
223,Fawn Casual Shirt CM-YD-2484  CS,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-yd-2484_cs_3_.jpg,M-AP-19-184297 -P,"PKR 1,497"
224,Multi Casual Shirt CM-YD-2433-A-CS,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/c/m/cm-yd-2433_cs_3__1.jpg,M-AP-19-175136 -P,"PKR 1,497"
225,Red Dobby Shirt RCG-01,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/i/m/imgp8400_1.jpg,MEN-FABRIC-RS-19-193743,PKR 867
226,Grey Plain Kurta KS-647,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/k/s/ks-647_3_.jpg,M-AP-19-190558 -P,"PKR 1,498"
227,Grey Plain Kurta KE-1298,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/k/e/ke-1298_2_.jpg,M-AP-19-187126 -P,"PKR 1,498"
228,Grey Plain Kurta KS-646,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/k/s/ks-646_4_.jpg,M-AP-19-190553 -P,"PKR 1,498"
229,Grey Plain Kurta KS-651,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/k/s/ks-651_3_.jpg,M-AP-19-190518 -P,"PKR 1,498"
230,Beige Plain Kurta KS-650,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/k/s/ks-650_3_.jpg,M-AP-19-190513 -P,"PKR 1,498"
231,Grey Plain Kurta KP-1479,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/k/p/kp-1479_1_.jpg,M-AP-19-188996 -P,"PKR 1,248"
232,Off White Plain Kurta KP-1469,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/k/p/kp-1469_3_.jpg,M-AP-19-188060 -P,"PKR 1,498"
233,Brown Plain Kurta KS-683,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/k/s/ks-683_3_.jpg,M-AP-19-186279 -P,"PKR 1,498"
234,Sky Plain Kurta KS-679,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/k/s/ks-679_3_.jpg,M-AP-19-186259 -P,"PKR 1,498"
235,Brown Plain Kurta KS-662,https://d224nth7ac0evy.cloudfront.net/catalog/product/cache/ed9f5ebe2a117625f6cd6336daddd764/k/s/ks-662_3_.jpg,M-AP-19-186214 -P,"PKR 1,498"
